RID,HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,ServicesScore,FacilitiesScore,HealthScore,HotelPrice
1779,704880,"京都蒙特利酒店
Hotel Monterey Kyoto",Hotel Monterey Kyoto,4.7,4.7,4.6,4.8,4.7,13485.0
1780,704881,"鹿儿岛中央站西口东京酒店
Toyoko Inn Kagoshima Chuo-Eki Nishi-Guchi",Toyoko Inn Kagoshima Chuo-Eki Nishi-Guchi,4.8,4.7,4.1,4.6,4.6,7344.0
1781,704883,"阿尔法京都酒店
Hotel Alpha Kyoto",Hotel Alpha Kyoto,4.4,4.2,3.5,3.8,4.0,29971.0
1782,704884,"哈客苏堪酒店
Hakusuikan",Hakusuikan,4.6,4.6,4.4,4.6,4.6,31926.0
1783,704886,"平安之森京都酒店
Heian No Mori Kyoto",Heian No Mori Kyoto,4.0,4.1,4.0,4.1,4.1,5481.0
1784,704887,"指宿苏云水恩酒店
Hotel Syusui-en Ibusuki",Hotel Syusui-en Ibusuki,4.4,4.6,4.3,4.4,4.4,32263.0
1785,704890,"里士满熊本新市街酒店
Richmond Hotel Kumamoto Shinshigai",Richmond Hotel Kumamoto Shinshigai,4.5,4.6,4.5,4.6,4.6,7394.0
1786,704891,"皇家花园酒店京都
Royal Park Hotel the Kyoto",Royal Park Hotel the Kyoto,4.9,4.7,4.6,4.8,4.8,10450.0
1787,704892,"东急熊本商务酒店
Kumamoto Tokyu Rei Hotel",Kumamoto Tokyu Rei Hotel,4.6,4.5,4.5,4.6,4.5,9323.0
1788,704893,"东横新八代站前旅馆
Toyoko Inn Shin-Yatsushiro Ekimae",Toyoko Inn Shin-Yatsushiro Ekimae,4.2,4.3,4.3,4.4,4.3,7020.0
1789,704894,"京都八条口大和ROYNET酒店
Daiwa Roynet Hotel Kyoto-Hachijoguchi",Daiwa Roynet Hotel Kyoto-Hachijoguchi,4.7,4.6,4.6,4.8,4.7,8041.0
1790,704895,"熊本城通町筋东横酒店
Toyoko Inn Kumamoto-jo Torichosuji",Toyoko Inn Kumamoto-jo Torichosuji,4.6,4.3,4.1,4.3,4.3,6660.0
1791,704897,"熊本交通中心前东横酒店
Toyoko Inn Kumamoto Kotsu Center Mae",Toyoko Inn Kumamoto Kotsu Center Mae,3.8,4.0,3.8,3.9,3.9,7020.0
1792,704898,"京都东急酒店
Tokyu Hotel Kyoto",Tokyu Hotel Kyoto,4.4,4.7,4.5,4.8,4.6,15350.0
1793,704900,"东横熊本酒店
Toyoko Inn Kumamoto Shin-Shigai",Toyoko Inn Kumamoto Shin-Shigai,4.4,4.4,4.4,4.4,4.4,8100.0
1794,704903,"熊本县站前东横旅馆
Toyoko Inn Kumamoto Ekimae",Toyoko Inn Kumamoto Ekimae,4.7,4.5,4.4,4.7,4.6,7560.0
1795,704906,"山形蔵王四季酒店
Yamagata Zao Shikino Hotel",Yamagata Zao Shikino Hotel,3.8,4.2,4.1,4.2,4.1,31026.0
1796,704907,"仙台米尔帕尔克酒店
Hotel Mielparque Sendai",Hotel Mielparque Sendai,3.7,4.0,4.0,4.0,3.9,7336.0
1797,704908,"佐野家酒店
Kyoto Hotel Sanoya",Kyoto Hotel Sanoya,4.7,4.7,4.4,4.7,4.6,11041.0
1798,704911,"山形蔵王国际酒店
Yamagata Zao Kokusai Hotel",Yamagata Zao Kokusai Hotel,4.4,4.4,4.4,4.4,4.4,13168.0
1799,704912,"京都森特诺姆酒店
Hotel Centnovum Kyoto",Hotel Centnovum Kyoto,4.6,4.6,4.4,4.7,4.6,4829.0
1800,704913,"东横米泽站前酒店
Toyoko Inn Yonezawa Ekimae",Toyoko Inn Yonezawa Ekimae,4.8,4.8,4.8,4.8,4.8,6156.0
1801,704914,"仙台广濑大道多米快捷酒店
Hotel Dormy Inn Express Sendai Hirosedoori",Hotel Dormy Inn Express Sendai Hirosedoori,3.9,4.2,4.0,4.0,4.0,5137.0
1802,704915,"京都阿尔蒙特旅馆
Almont Hotel Kyoto",Almont Hotel Kyoto,4.4,4.7,4.6,4.9,4.7,5581.0
1803,704918,"东横山形站西口酒店
Toyoko Inn Yamagata-Eki Nishi-Guchi",Toyoko Inn Yamagata-Eki Nishi-Guchi,4.4,4.2,4.1,4.4,4.3,7560.0
1804,704919,"the b 神户酒店
The b Kobe",The b Kobe,4.8,4.6,4.5,4.8,4.7,10568.0
1805,704922,"仙台皇家五月花酒店
Royal Mayflower Sendai",Royal Mayflower Sendai,4.0,4.1,3.6,4.0,3.9,4645.0
1806,704924,"大和ROYNET神户三宫酒店
Daiwa Roynet Hotel Kobe Sannomiya",Daiwa Roynet Hotel Kobe Sannomiya,4.7,4.6,4.6,4.8,4.7,7507.0
1807,704925,"五感之泉鹤屋日式旅馆
Gokan No Yu Tsuruya",Gokan No Yu Tsuruya,4.3,4.3,4.3,4.3,4.3,28481.0
1808,704927,"山形大都会大酒店
Hotel Metropolitan Yamagata",Hotel Metropolitan Yamagata,4.5,4.4,4.5,4.5,4.5,8931.0
1809,704928,"兵库县神户灿路都雅致大饭店
Hotel Sunroute Sopra Kobe Hyogo",Hotel Sunroute Sopra Kobe Hyogo,4.6,4.5,4.4,4.7,4.5,5732.0
1810,704930,"仙台多米附属酒店
Hotel Dormy Inn Sendai Annex",Hotel Dormy Inn Sendai Annex,4.7,4.6,4.6,4.7,4.6,6374.0
1811,704931,"神户三宫联盟酒店
Kobe Sannomiya Union Hotel",Kobe Sannomiya Union Hotel,4.4,4.6,4.2,4.5,4.4,5537.0
1812,704932,"日光湖畔酒店
Nikko Lakeside Hotel",Nikko Lakeside Hotel,4.4,4.5,4.2,4.4,4.4,13752.0
1813,704934,"神户蒙特利酒店
Hotel Monterey Kobe",Hotel Monterey Kobe,4.5,4.3,4.0,4.5,4.3,7219.0
1814,704935,"东横小山站东口1号旅馆
Toyoko Inn Oyama-Eki Higashi-Guchi No.1",Toyoko Inn Oyama-Eki Higashi-Guchi No.1,3.9,4.1,4.3,4.2,4.1,6588.0
1815,704936,"仙台站前多米酒店
Hotel Dormy Inn Sendai Ekimae",Hotel Dormy Inn Sendai Ekimae,4.5,4.6,4.5,4.6,4.5,8907.0
1816,704939,"神户蒙特埃马纳酒店・艾美丽
Hotel Monte Hermana Kobe Amalie",Hotel Monte Hermana Kobe Amalie,4.1,3.7,4.0,4.3,4.0,10427.0
1817,704940,"仙台蒙赫马娜酒店
Hotel Monte Hermana Sendai",Hotel Monte Hermana Sendai,4.7,4.6,4.5,4.7,4.6,8450.0
1818,704941,"神户广场酒店
Kobe Plaza Hotel",Kobe Plaza Hotel,4.0,3.7,3.4,3.8,3.7,5926.0
1819,704943,"仙台石卷市超值酒店
Value the Hotel Sendai Ishinomaki",Value the Hotel Sendai Ishinomaki,,,,,,4879.0
1820,704945,"神户有马温泉酒店-兵卫向阳阁
Arima Onsen Hyoe Koyokaku Kobe",Arima Onsen Hyoe Koyokaku Kobe,4.8,4.8,4.8,4.9,4.8,52070.0
1821,704946,"仙台名取超值酒店
Value the Hotel Sendai Natori",Value the Hotel Sendai Natori,3.5,3.7,3.5,3.7,3.6,5301.0
1822,704948,"神户岐山酒店
Chisun Hotel Kobe",Chisun Hotel Kobe,4.4,4.3,3.8,4.3,4.2,4406.0
1823,704950,"姬路CHISUN INN梦前桥酒店
Chisun Inn Himeji Yumesakibashi",Chisun Inn Himeji Yumesakibashi,3.5,3.6,3.5,3.7,3.6,4642.0
1824,704951,"仙台古川三本木超值饭店
Value the Hotel Furukawasanbongi Sendai",Value the Hotel Furukawasanbongi Sendai,3.4,3.5,3.5,3.5,3.5,4507.0
1825,704954,"奥卡苗场山林小屋
Naeba Lodge OKA",Naeba Lodge OKA,,,,,,4645.0
1826,704958,"科特新泻酒店
Court Hotel Niigata",Court Hotel Niigata,4.1,4.1,4.0,4.0,4.0,3089.0
1827,704959,"宇都宫站前东横酒店
Toyoko Inn Utsunomiya Ekimae",Toyoko Inn Utsunomiya Ekimae,5.0,5.0,4.9,5.0,4.9,8748.0
1828,704962,"日光千姬物语酒店
Nikko Senhime Monogatari",Nikko Senhime Monogatari,4.8,4.8,4.8,4.7,4.8,30574.0
1829,704964,"足利市枥木市县站北口东横旅馆
Toyoko Inn Tochigi Ashikaga-Eki Kita-Guchi",Toyoko Inn Tochigi Ashikaga-Eki Kita-Guchi,5.0,5.0,5.0,5.0,5.0,6264.0
1830,704965,"路线酒店 - 新泻西区
Hotel Route-Inn Niigata Nishi Inter",Hotel Route-Inn Niigata Nishi Inter,,,,,,6162.0
1831,704967,"东武宇都宫站西口东横酒店
Toyoko Inn Tobu Utsunomiya-Eki Nishi-Guchi",Toyoko Inn Tobu Utsunomiya-Eki Nishi-Guchi,4.0,4.0,4.0,4.0,4.0,7344.0
1832,704969,"新泻古町东横酒店
Toyoko Inn Niigata Furumachi",Toyoko Inn Niigata Furumachi,4.2,4.3,4.2,4.2,4.2,
1833,704970,"万代白银酒店
Bandai Silver Hotel",Bandai Silver Hotel,4.3,4.2,4.1,4.0,4.2,4068.0
1834,704971,"东横新泻站前旅馆
Toyoko Inn Niigata Ekimae",Toyoko Inn Niigata Ekimae,4.5,4.5,4.5,4.5,4.5,
1835,704973,"汤泽大酒店
Yuzawa Grand Hotel",Yuzawa Grand Hotel,4.6,4.6,4.6,4.6,4.6,16410.0
1836,704975,"新泻苗场王子大酒
Naeba Prince Hotel Niigata",Naeba Prince Hotel Niigata,4.4,4.4,4.1,4.3,4.3,13391.0
1837,704976,"仙台皇家花园酒店
Sendai Royal Park Hotel",Sendai Royal Park Hotel,4.4,4.8,4.4,4.4,4.5,8087.0
1838,704979,"仙台江阳大酒店
Koyo Grand Hotel Sendai",Koyo Grand Hotel Sendai,4.1,3.9,4.1,4.0,4.0,14653.0
1839,704980,"东横仙台西口广濑通旅馆
Toyoko Inn Sendai Nishi-Guchi Hirose-Dori",Toyoko Inn Sendai Nishi-Guchi Hirose-Dori,4.5,4.5,4.5,4.5,4.5,7344.0
1840,704984,"东横仙台站西口旅馆
Toyoko Inn Sendai-Eki Nishi-Guchi Chuo",Toyoko Inn Sendai-Eki Nishi-Guchi Chuo,4.2,4.0,4.0,4.4,4.1,7884.0
1841,704985,"东横相生站新干线口酒店
Toyoko Inn Aioi-Eki Shinkansen-Guchi",Toyoko Inn Aioi-Eki Shinkansen-Guchi,,,,,,7884.0
1842,704987,"东横仙台东口1号馆旅馆
Toyoko Inn Sendai Higashi-Guchi No.1",Toyoko Inn Sendai Higashi-Guchi No.1,4.6,4.6,4.6,4.7,4.6,7128.0
1843,704990,"兵库县神户大仓饭店
Hotel Okura Kobe Hyogo",Hotel Okura Kobe Hyogo,4.7,4.8,4.6,4.8,4.7,11987.0
1844,704991,"仙台国际酒店
Sendai Kokusai Hotel",Sendai Kokusai Hotel,4.7,4.6,4.4,4.7,4.6,5648.0
1845,704992,"神户有马温泉月光园〈鸿胧馆〉
Gekkoen Korokan Kobe",Gekkoen Korokan Kobe,4.6,4.9,4.7,4.8,4.8,
1846,704994,"一关站前东横酒店
Toyoko Inn Ichinoseki Ekimae",Toyoko Inn Ichinoseki Ekimae,4.6,4.9,4.6,4.9,4.8,9504.0
1847,704996,"东横盛冈站南口站前旅馆
Toyoko Inn Morioka-Eki Minami-Guchi Ekimae",Toyoko Inn Morioka-Eki Minami-Guchi Ekimae,4.4,3.7,3.6,4.2,4.0,
1848,704997,"神户三宫东急REI酒店
Sannomiya Tokyu Rei Hotel Kobe",Sannomiya Tokyu Rei Hotel Kobe,4.9,4.8,4.6,4.7,4.7,6751.0
1849,704999,"东横北干线侧旅馆
Toyoko Inn Kitakami-Eki Shinkansen-Guchi",Toyoko Inn Kitakami-Eki Shinkansen-Guchi,,,,,,6624.0
1850,705001,"神户皮耶那酒店
Hotel Piena Kobe",Hotel Piena Kobe,4.3,4.2,4.0,4.0,4.1,10298.0
1851,705002,"兵库南淡路皇家酒店
Minamiawaji Royal Hotel Hyogo",Minamiawaji Royal Hotel Hyogo,4.2,4.1,4.1,4.2,4.1,10298.0
1852,705004,"姬路日航酒店
Hotel Nikko Himeji",Hotel Nikko Himeji,4.6,4.3,4.1,4.3,4.3,11237.0
1853,705006,"奈良酒店
Nara Hotel",Nara Hotel,4.8,4.8,4.4,4.7,4.7,11831.0
1854,705007,"赛可宋宁酒店
Sekishoin",Sekishoin,4.1,3.9,3.9,3.9,3.9,15120.0
1855,705008,"茨城筑波Marroad酒店
Hotel Marroad Tsukuba Ibaraki",Hotel Marroad Tsukuba Ibaraki,3.6,3.7,3.7,3.7,3.7,4896.0
1856,705011,"东横筑波特快守谷站前旅馆
Toyoko Inn Tsukuba Express Moriya Ekimae",Toyoko Inn Tsukuba Express Moriya Ekimae,4.6,4.6,4.6,4.6,4.6,8964.0
1857,705014,"日光鬼怒川仁王尊广场酒店
Kinugawa Niouson Plaza Hotel Nikko",Kinugawa Niouson Plaza Hotel Nikko,4.3,4.4,4.4,4.4,4.4,9208.0
1858,705019,"日光龟背酒店
Turtle Inn Nikko",Turtle Inn Nikko,,,,,,
1859,705020,"东横米托齐南口酒店
Toyoko Inn Mitoeki Minamiguchi",Toyoko Inn Mitoeki Minamiguchi,4.6,4.6,4.6,4.8,4.7,7344.0
1860,705021,"京都新白河駅前旅馆
Toyoko Inn Shin-Shirakawa Ekimae",Toyoko Inn Shin-Shirakawa Ekimae,4.7,4.8,4.6,4.8,4.7,7884.0
1861,705023,"白滨古贺之井水疗度假村
Shirahama Coganoi Resort & Spa",Shirahama Coganoi Resort & Spa,,,,,,27807.0
1862,705025,"东横会津若松市站前酒店
Toyoko Inn Aizuwakamatsu Ekimae",Toyoko Inn Aizuwakamatsu Ekimae,4.4,4.0,3.9,4.4,4.2,6048.0
1863,705026,"安奈特涛福安酒店
Annex Turtle Hotori-An",Annex Turtle Hotori-An,4.3,4.8,4.8,4.5,4.6,6968.0
1864,705027,"和歌山市白良庄格兰饭店
Shiraraso Grand Hotel Wakayama",Shiraraso Grand Hotel Wakayama,4.6,4.4,4.4,4.5,4.5,16176.0
1865,705028,"福岛駅西口东横酒店
Toyoko Inn Fukushima-Eki Nishi-Guchi",Toyoko Inn Fukushima-Eki Nishi-Guchi,4.9,4.9,4.9,4.6,4.8,
1866,705030,"和歌山格兰比亚大酒店
Hotel Granvia Wakayama",Hotel Granvia Wakayama,4.7,4.1,4.3,4.3,4.4,9649.0
1867,705031,"东京弗库世麻-艾克海盖世-谷池一号旅馆
Toyoko Inn Fukushima-Eki Higashi-Guchi No.1",Toyoko Inn Fukushima-Eki Higashi-Guchi No.1,4.5,4.2,4.3,4.4,4.4,
1868,705033,"东武日光公园旅舍
Nikko Park Lodge Tobu Station",Nikko Park Lodge Tobu Station,3.9,3.7,3.7,3.8,3.8,2790.0
1869,705034,"千叶南房总富浦皇家酒店
Minami Boso Tomiura Royal Hotel Chiba",Minami Boso Tomiura Royal Hotel Chiba,4.4,4.4,4.3,4.3,4.4,13641.0
1870,705036,"日光山公园旅馆
Nikko Park Lodge Mountain Side",Nikko Park Lodge Mountain Side,3.8,3.8,3.8,3.8,3.8,2774.0
1871,705037,"郡山东横酒店
Toyoko Inn Koriyama",Toyoko Inn Koriyama,4.0,4.2,3.9,4.0,4.0,8208.0
1872,705039,"日光星之宿酒店
Nikko Hoshinoyado Hotel",Nikko Hoshinoyado Hotel,4.5,4.6,4.6,4.6,4.6,21374.0
1873,705040,"东横福岛站东口2号酒店
Toyoko Inn Fukushima-Eki Higashi-Guchi No.2",Toyoko Inn Fukushima-Eki Higashi-Guchi No.2,4.1,3.8,3.9,4.1,4.0,
1874,705041,"成田蓝天阁酒店
Hotel Sky Court Narita",Hotel Sky Court Narita,3.7,3.8,3.7,3.8,3.8,4829.0
1875,705042,"浦岛酒店
Hotel Urashima Wakayama",Hotel Urashima Wakayama,4.6,4.4,4.2,4.5,4.4,12015.0
1876,705043,"鸣泽旅舍
Narusawa Lodge",Narusawa Lodge,4.0,4.0,4.0,4.0,4.0,6818.0
1877,705044,"和歌山大和ROYNET酒店
Daiwa Roynet Hotel Wakayama",Daiwa Roynet Hotel Wakayama,4.6,4.5,4.4,4.6,4.5,8150.0
1878,705045,"东京旅馆 - 成田空港
Toyoko Inn Narita Airport",Toyoko Inn Narita Airport,4.1,4.2,4.2,4.4,4.2,7884.0
1879,705046,"日兴日光酒店
Nikko Tokanso",Nikko Tokanso,4.7,4.7,4.0,4.4,4.5,8355.0
1880,705047,"幕张绿塔酒店
Hotel Green Tower Makuhari",Hotel Green Tower Makuhari,4.3,4.2,3.9,4.3,4.2,5732.0
1881,705048,"东横千叶站前旅馆
Toyoko Inn Chiba Ekimae",Toyoko Inn Chiba Ekimae,3.9,3.9,4.0,4.0,3.9,6264.0
1882,705049,"菊林酒店
Hotel Jurin",Hotel Jurin,,,,,,20500.0
1883,705050,"千叶站东口东京旅馆
Toyoko Inn Chiba-Eki Higashi-Guchi",Toyoko Inn Chiba-Eki Higashi-Guchi,4.5,5.0,5.0,5.0,4.9,
1884,705054,"枫雅日光宫殿酒店
Nikko No Rikyu Fuga Hotel",Nikko No Rikyu Fuga Hotel,,,,,,
1885,705055,"东横津田沼站北口酒店
Toyoko Inn Tsudanuma-Eki Kita-Guchi",Toyoko Inn Tsudanuma-Eki Kita-Guchi,4.0,4.0,4.0,4.0,4.0,6804.0
1886,705056,"千叶市镰谷市站前东横客栈
Toyoko Inn Chiba Shin-Kamagaya Ekimae",Toyoko Inn Chiba Shin-Kamagaya Ekimae,,,,,,6264.0
1887,705057,"路线千叶酒店
Hotel Route-Inn Chiba",Hotel Route-Inn Chiba,3.6,3.6,3.4,3.6,3.5,6534.0
1888,705059,"青森弘前市艺术酒店
Art Hotel Hirosaki City Aomori",Art Hotel Hirosaki City Aomori,3.9,3.9,3.7,4.0,3.9,10010.0
1889,705061,"弘前广场酒店
Hirosaki Plaza Hotel",Hirosaki Plaza Hotel,3.8,3.8,3.8,3.8,3.8,11920.0
1890,705063,"青森弘前公园酒店
Hirosaki Park Hotel Aomori",Hirosaki Park Hotel Aomori,3.6,3.6,3.6,3.6,3.6,3714.0
1891,705064,"西那须野精品酒店
Hotel Select Inn Nishinasuno",Hotel Select Inn Nishinasuno,,,,,,4592.0
1892,705065,"东横青森站苏萌旅馆
Toyoko Inn Aomori-Eki Shomen-Guchi",Toyoko Inn Aomori-Eki Shomen-Guchi,4.7,4.3,4.0,4.4,4.4,6804.0
1893,705066,"八户斯麦尔经济型酒店
Smile Hotel Hachinohe",Smile Hotel Hachinohe,3.4,3.3,3.2,3.2,3.3,4946.0
1894,705067,"宇都宫我的住宿酒店
HOTEL MYSTAYS Utsunomiya",HOTEL MYSTAYS Utsunomiya,4.5,4.5,4.4,4.4,4.5,9040.0
1895,705068,"青森国际酒店
Aomori Kokusai Hotel",Aomori Kokusai Hotel,4.5,4.3,4.0,4.4,4.3,5899.0
1896,705069,"弘前市站前东横旅馆
Toyoko Inn Hirosaki Ekimae",Toyoko Inn Hirosaki Ekimae,3.7,3.6,3.7,3.5,3.6,6480.0
1897,705070,"宇都宫东酒店
Utsunomiya Higashi Hotel",Utsunomiya Higashi Hotel,3.5,3.5,3.5,3.5,3.5,7600.0
1898,705071,"八户駅前东横酒店
Toyoko Inn Hachinohe Ekimae",Toyoko Inn Hachinohe Ekimae,4.4,4.3,4.4,4.4,4.4,5940.0
1899,705072,"秋田站东口东横旅馆
Toyoko Inn Akita-Eki Higashi-Guchi",Toyoko Inn Akita-Eki Higashi-Guchi,5.0,4.6,4.6,5.0,4.8,6264.0
1900,705073,"露盖特赛斯膳食公寓酒店
Pension Logette Sanbois",Pension Logette Sanbois,4.0,4.1,3.7,3.9,3.9,11012.0
1901,705074,"东京名古屋荣酒店
Toyoko Inn Nagoya Sakae",Toyoko Inn Nagoya Sakae,4.4,4.4,4.3,4.4,4.4,7668.0
1902,705075,"名古屋锦东横旅馆
Toyoko Inn Nagoya Nishiki",Toyoko Inn Nagoya Nishiki,4.1,4.1,3.9,4.1,4.1,6804.0
1903,705076,"日光季之游酒店
Nikko Tokino Yuu",Nikko Tokino Yuu,4.3,4.4,4.4,4.4,4.4,12854.0
1904,705078,"东横旅馆-名古屋站新干线口
Toyoko Inn Nagoya-Eki Shin-Kansen-Guchi",Toyoko Inn Nagoya-Eki Shin-Kansen-Guchi,4.4,4.2,4.1,4.2,4.2,10044.0
1905,705081,"名古屋站樱通口新馆东横旅馆
Toyoko Inn Nagoya-Eki Sakuradori-Guchi Shinkan",Toyoko Inn Nagoya-Eki Sakuradori-Guchi Shinkan,4.3,4.3,4.0,4.5,4.3,
1906,705083,"日光站经典酒店
Nikko Station Hotel Classic",Nikko Station Hotel Classic,4.6,4.3,4.2,4.6,4.4,10678.0
1907,705084,"东横名古屋尾张一宫站前酒店
Toyoko Inn Nagoya Owari Ichinomiya Ekimae",Toyoko Inn Nagoya Owari Ichinomiya Ekimae,5.0,5.0,4.8,5.0,4.9,6264.0
1908,705085,"新干线三河安城站南口东横酒店
Toyoko Inn Mikawa Anjo Eki Shinkansen Minami Guchi",Toyoko Inn Mikawa Anjo Eki Shinkansen Minami Guchi,4.9,4.6,4.3,4.6,4.6,6480.0
1909,705086,"日光假日公园
Nikko Inn",Nikko Inn,4.1,4.3,4.1,4.4,4.2,8468.0
1910,705087,"半田龟崎茹特酒店
Hotel Route-Inn Handakamezaki",Hotel Route-Inn Handakamezaki,3.9,4.0,4.1,4.0,4.0,10762.0
1911,705089,"东横丰桥站东口旅馆
Toyoko Inn Toyohashi-Eki Higashi-Guchi",Toyoko Inn Toyohashi-Eki Higashi-Guchi,4.3,4.3,4.3,4.3,4.3,7128.0
1912,705091,"丰桥罗伊萨酒店
Loisir Hotel Toyohashi",Loisir Hotel Toyohashi,4.3,4.3,4.3,4.3,4.3,7390.0
1913,705093,"和歌山希摩尔梅樽温泉饭店
Hotel Seamore Wakayama",Hotel Seamore Wakayama,4.5,4.5,4.0,4.5,4.4,20021.0
1914,705094,"鸟取大山皇家酒店
Daisen Royal Hotel Tottori",Daisen Royal Hotel Tottori,,,,,,11012.0
1915,705095,"爱知郡名铁犬山酒店
Meitetsu Hotel Inuyama Aichi",Meitetsu Hotel Inuyama Aichi,4.3,4.4,4.2,4.4,4.3,14148.0
1916,705097,"松江路线酒店
Hotel Route Inn Matsue",Hotel Route Inn Matsue,,,,,,5588.0
1917,705101,"东京马特斯萨卡艾克玛尔酒店
Toyoko Inn Ise Matsusaka Ekimae",Toyoko Inn Ise Matsusaka Ekimae,4.2,4.3,4.2,4.4,4.3,6048.0
1918,705102,"东急松江卓越大饭店
Matsue Excel Hotel Tokyu",Matsue Excel Hotel Tokyu,3.9,3.9,3.9,3.9,3.9,7085.0
1919,705106,"石垣海滨酒店
Ishigaki Seaside Hotel",Ishigaki Seaside Hotel,4.2,4.3,4.2,4.2,4.2,17800.0
1920,705107,"冈山濑户内儿岛酒店
Setouchi Kojima Hotel Kurashiki",Setouchi Kojima Hotel Kurashiki,3.8,4.1,4.1,4.0,4.0,12392.0
1921,705109,"东横INN-冲绳石垣岛
Toyoko Inn Okinawa Ishigaki-Jima",Toyoko Inn Okinawa Ishigaki-Jima,3.9,3.9,4.0,4.1,4.0,6264.0
1922,705110,"冲绳那霸旭桥站前东横酒店
Toyoko Inn Okinawa Naha Asahi-Bashi Ekimae Naha",Toyoko Inn Okinawa Naha Asahi-Bashi Ekimae Naha,4.4,4.3,4.2,4.4,4.3,8478.0
1923,705111,"冈山格兰比亚酒店
Hotel Granvia Okayama",Hotel Granvia Okayama,4.9,4.7,4.5,4.8,4.7,13699.0
1924,705112,"那霸东横酒店国际通美荣桥
Toyoko Inn Okinawa Naha Mie-Bashi-Eki",Toyoko Inn Okinawa Naha Mie-Bashi-Eki,4.3,4.5,4.3,4.6,4.4,7884.0
1925,705113,"冈山三井花园酒店
Mitsui Garden Hotel Okayama",Mitsui Garden Hotel Okayama,4.8,4.7,4.4,4.7,4.7,12003.0
1926,705114,"东横冲绳县那霸市歌町站前酒店
Toyoko Inn Naha Omoromachi Ekimae",Toyoko Inn Naha Omoromachi Ekimae,4.3,4.3,4.3,4.3,4.3,7560.0
1927,705115,"广岛银山町西日本旅客铁道酒店
Via Inn Hiroshima Kanayamacho",Via Inn Hiroshima Kanayamacho,3.9,4.0,3.8,3.8,3.9,6000.0
1928,705116,"东横冲绳那霸新都心歌町酒店
Toyoko Inn Okinawa Naha Shin-Toshin Omoromachi",Toyoko Inn Okinawa Naha Shin-Toshin Omoromachi,4.7,4.4,4.3,4.5,4.5,7074.0
1929,705117,"广岛大和ROYNET酒店
Daiwa Roynet Hotel Hiroshima)",Daiwa Roynet Hotel Hiroshima),4.4,4.4,4.3,4.4,4.4,7819.0
1930,705119,"宫古岛东急酒店及度假村
Miyakojima Tokyu Hotel & Resorts",Miyakojima Tokyu Hotel & Resorts,4.8,4.8,4.5,4.8,4.7,23659.0
1931,705120,"广岛灿路都饭店
Hotel Sunroute Hiroshima",Hotel Sunroute Hiroshima,4.5,4.0,3.7,4.2,4.1,6849.0
1932,705121,"石川县叶渡莉日式旅馆
Hatori Ishikawa",Hatori Ishikawa,3.9,4.0,3.9,4.0,4.0,9870.0
1933,705122,"广岛三井花园酒店
Mitsui Garden Hotel Hiroshima",Mitsui Garden Hotel Hiroshima,4.7,4.7,4.5,4.7,4.7,11075.0
1934,705123,"那霸县府办事处舒适酒店
Comfort Hotel Naha Prefectural Office",Comfort Hotel Naha Prefectural Office,4.8,4.6,4.5,4.7,4.6,7310.0
1935,705124,"马促萨奇酒店
Matsusaki",Matsusaki,,,,,,
1936,705125,"石川琉璃光酒店
Rurikoh  Ishikawa",Rurikoh  Ishikawa,4.0,4.2,4.0,4.2,4.1,10979.0
1937,705126,"金泽新大酒店-附楼
Kanazawa New Grand Hotel Annex",Kanazawa New Grand Hotel Annex,4.1,4.1,4.0,4.0,4.0,5080.0
1938,705127,"西日本旅客铁道酒店集团
Hotel Granvia Hiroshim",Hotel Granvia Hiroshim,4.6,4.5,4.5,4.6,4.6,15006.0
1939,705128,"金泽茶屋酒店
Kanazawa Chaya",Kanazawa Chaya,5.0,5.0,5.0,5.0,5.0,50133.0
1940,705129,"新广电酒店
Hotel New Hiroden",Hotel New Hiroden,4.1,4.0,3.9,4.1,4.0,8439.0
1941,705130,"东横旅馆金泽站东口
Toyoko Inn Kanazawa-Eki Higashi-Guchi",Toyoko Inn Kanazawa-Eki Higashi-Guchi,4.9,4.8,4.7,5.0,4.9,8424.0
1942,705131,"广岛火车站南方州酒店
Ark Hotel Hiroshimaeki Minami",Ark Hotel Hiroshimaeki Minami,4.1,4.0,3.9,4.1,4.0,9034.0
1943,705133,"东横旅店-金泽兼六园香林坊
Toyoko Inn Kanazawa Kenrokuen Korimbo",Toyoko Inn Kanazawa Kenrokuen Korimbo,4.8,4.5,4.4,4.6,4.6,6804.0
1944,705134,"广岛法华俱乐部酒店
Hotel Hokke Club Hiroshima",Hotel Hokke Club Hiroshima,3.9,3.9,3.9,3.9,3.9,10678.0
1945,705135,"雅马纳卡安森哈纳木拉萨基酒店
Yamanakaonsen Hanamurasaki",Yamanakaonsen Hanamurasaki,,,,,,66000.0
1946,705136,"广岛丽嘉皇家酒店
Rihga Royal Hotel Hiroshima",Rihga Royal Hotel Hiroshima,4.9,4.8,4.6,4.7,4.7,12853.0
1947,705137,"东横大分县中津站前酒店
Toyoko Inn Oita Nakatsu Ekimae",Toyoko Inn Oita Nakatsu Ekimae,1.0,1.0,5.0,5.0,3.0,7074.0
1948,705138,"日光微微住宿加早餐酒店
B & B Viva Nikko",B & B Viva Nikko,4.1,4.0,3.9,4.1,4.0,9800.0
1949,705140,"广岛21世纪酒店
Hotel Century21 Hiroshima",Hotel Century21 Hiroshima,4.3,4.3,4.3,4.4,4.4,8960.0
