RID,Ctrip_HotelID,HotelName,EnglishHotelName,HotelScore,LocationScore,tripadvisor_hotel_id,ServicesScore,FacilitiesScore,HealthScore,HotelPrice,hotel_name,hotel_url,hotel_rating,city_id,postal_code,prefecture,locality,street,ext_address,address,price_lower,price_upper,rooms
1752,704842,"京都富豪酒店
Kyoto Rich Hotel",Kyoto Rich Hotel,4.6,4.4,1033,4.2,4.5,4.4,8188.0,Kyoto Rich Hotel,https://www.tripadvisor.com/Hotel_Review-g298564-d457032-Reviews-Kyoto_Rich_Hotel-Kyoto_Kyoto_Prefecture_Kinki.html,3.5,2,600-8029,京都府,京都市下京区,河原町通五条上ル,,〒600-8029 京都府京都市下京区河原町通五条上ル,3998,18212,109
1754,704846,"京都法华俱乐部酒店
Hotel Hokke Club Kyoto",Hotel Hokke Club Kyoto,4.9,4.7,859,4.5,4.7,4.7,12105.0,Hotel Hokke Club Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d321363-Reviews-Hotel_Hokke_Club_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,600-8216,京都府,京都市下京区,東塩小路町579-16,,〒600-8216 京都府京都市下京区東塩小路町579-16,6996,24542,172
1765,704860,"三井花园饭店京都三条
Mitsui Garden Hotel Kyoto Sanjo",Mitsui Garden Hotel Kyoto Sanjo,4.7,4.8,843,4.5,4.8,4.7,8787.0,Mitsui Garden Hotel Kyoto Sanjo,https://www.tripadvisor.com/Hotel_Review-g298564-d659109-Reviews-Mitsui_Garden_Hotel_Kyoto_Sanjo-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,604-8166,京都府,京都市,中京区三条通烏丸西入御倉町80,,〒604-8166 京都府京都市中京区三条通烏丸西入御倉町80,8995,31316,169
1769,704864,"京都哈顿酒店
Hearton Hotel Kyoto",Hearton Hotel Kyoto,4.6,4.6,860,4.4,4.7,4.6,7209.0,Hearton Hotel Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d558349-Reviews-Hearton_Hotel_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,604-0836,京都府,京都市中京区,中京区東洞院通御池上ル船屋町405,,〒604-0836 京都府京都市中京区中京区東洞院通御池上ル船屋町405,6774,20988,294
1773,704869,"京都银门酒店
Hotel Gimmond Kyoto",Hotel Gimmond Kyoto,4.4,4.3,869,3.8,4.1,4.1,6668.0,Hotel Gimmond Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d321360-Reviews-Hotel_Gimmond_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,604-8105,京都府,京都市中京区,御池通高倉西入ル亀甲屋町595,,〒604-8105 京都府京都市中京区御池通高倉西入ル亀甲屋町595,5108,24875,140
1774,704870,"佐世保站前东横酒店
Toyoko Inn Sasebo Ekimae",Toyoko Inn Sasebo Ekimae,4.9,4.8,10495,4.7,4.8,4.8,,Toyoko Inn Sasebo Ekimae,https://www.tripadvisor.com/Hotel_Review-g298217-d1497082-Reviews-Toyoko_Inn_Sasebo_Ekimae-Sasebo_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,139,857-0863,長崎県,佐世保市,三浦町1-4,,〒857-0863 長崎県佐世保市三浦町1-4,7947,9626,272
1776,704873,"日航豪斯登堡酒店
Hotel Nikko Huis Ten Bosch",Hotel Nikko Huis Ten Bosch,4.5,4.5,10491,4.4,4.5,4.5,16813.0,Hotel Nikko Huis Ten Bosch,https://www.tripadvisor.com/Hotel_Review-g298217-d302381-Reviews-Hotel_Nikko_Huis_Ten_Bosch-Sasebo_Nagasaki_Prefecture_Kyushu_Okinawa.html,4.0,139,859-3243,長崎県,佐世保市,ハウステンボス町6,,〒859-3243 長崎県佐世保市ハウステンボス町6,13880,35035,380
1777,704875,"京都日航公主酒店
Hotel Nikko Princess Kyoto",Hotel Nikko Princess Kyoto,4.6,4.7,889,4.5,4.8,4.6,16174.0,Hotel Nikko Princess Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d307652-Reviews-Hotel_Nikko_Princess_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,600-8096,京都府,京都市,下京区烏丸高辻東入高橋町630番地,,〒600-8096 京都府京都市下京区烏丸高辻東入高橋町630番地,15436,57524,216
1789,704894,"京都八条口大和ROYNET酒店
Daiwa Roynet Hotel Kyoto-Hachijoguchi",Daiwa Roynet Hotel Kyoto-Hachijoguchi,4.7,4.6,862,4.6,4.8,4.7,8041.0,Daiwa Roynet Hotel Kyoto-Hachijoguchi,https://www.tripadvisor.com/Hotel_Review-g298564-d1872358-Reviews-Daiwa_Roynet_Hotel_Kyoto_Hachijoguchi-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,601-8017,京都府,京都市南区,東九条北烏丸町9-2,,〒601-8017 京都府京都市南区東九条北烏丸町9-2,7218,24320,192
1791,704897,"熊本交通中心前东横酒店
Toyoko Inn Kumamoto Kotsu Center Mae",Toyoko Inn Kumamoto Kotsu Center Mae,3.8,4.0,7474,3.8,3.9,3.9,7020.0,Toyoko Inn Kumamoto Kotsu Center Mae,https://www.tripadvisor.com/Hotel_Review-g298213-d1123187-Reviews-Toyoko_Inn_Kumamoto_Kotsu_Center_Mae-Kumamoto_Kumamoto_Prefecture_Kyushu_Okinawa.html,4.0,71,860-0012,熊本県,熊本市,中央区紺屋今町1−24,,〒860-0012 熊本県熊本市中央区紺屋今町1−24,5710,8845,153
1794,704903,"熊本县站前东横旅馆
Toyoko Inn Kumamoto Ekimae",Toyoko Inn Kumamoto Ekimae,4.7,4.5,7456,4.4,4.7,4.6,7560.0,Toyoko Inn Kumamoto Ekimae,https://www.tripadvisor.com/Hotel_Review-g298213-d1106840-Reviews-Toyoko_Inn_Kumamoto_Ekimae-Kumamoto_Kumamoto_Prefecture_Kyushu_Okinawa.html,4.0,71,860-0047,熊本県,熊本市,春日2-8-10,,〒860-0047 熊本県熊本市西区春日2-8-10,5936,11089,332
1799,704912,"京都森特诺姆酒店
Hotel Centnovum Kyoto",Hotel Centnovum Kyoto,4.6,4.6,922,4.4,4.7,4.6,4829.0,Hotel Centnovum Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d590446-Reviews-Hotel_Centnovum_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.0,2,601-8004,京都府,京都市,南区東九条東山王町19-1,,〒601-8004 京都府京都市南区東九条東山王町19-1,7218,27540,70
1802,704915,"京都阿尔蒙特旅馆
Almont Hotel Kyoto",Almont Hotel Kyoto,4.4,4.7,844,4.6,4.9,4.7,5581.0,Almont Hotel Kyoto,https://www.tripadvisor.com/Hotel_Review-g298564-d3343640-Reviews-Almont_Hotel_Kyoto-Kyoto_Kyoto_Prefecture_Kinki.html,4.5,2,601-8005,京都府,京都市南区,東九条西岩本町26-1,,〒601-8005 京都府京都市南区東九条西岩本町26-1,6774,26097,169
1806,704924,"大和ROYNET神户三宫酒店
Daiwa Roynet Hotel Kobe Sannomiya",Daiwa Roynet Hotel Kobe Sannomiya,4.7,4.6,6045,4.6,4.8,4.7,7507.0,Daiwa Roynet Hotel Kobe Sannomiya,https://www.tripadvisor.com/Hotel_Review-g298562-d1067486-Reviews-Daiwa_Roynet_Hotel_Kobe_Sannomiya-Kobe_Hyogo_Prefecture_Kinki.html,4.0,46,651-0087,兵庫県,神戸市中央区,御幸通5-1-6,,〒651-0087 兵庫県神戸市中央区御幸通5-1-6,7277,22615,225
1813,704934,"神户蒙特利酒店
Hotel Monterey Kobe",Hotel Monterey Kobe,4.5,4.3,6117,4.0,4.5,4.3,7219.0,Hotel Monterey Kobe,https://www.tripadvisor.com/Hotel_Review-g298562-d310207-Reviews-Hotel_Monterey_Kobe-Kobe_Hyogo_Prefecture_Kinki.html,4.0,46,,,,,,,,,
1827,704959,"宇都宫站前东横酒店
Toyoko Inn Utsunomiya Ekimae",Toyoko Inn Utsunomiya Ekimae,5.0,5.0,11301,4.9,5.0,4.9,8748.0,Toyoko Inn Utsunomiya Ekimae,https://www.tripadvisor.com/Hotel_Review-g298183-d1495514-Reviews-Toyoko_Inn_Utsunomiya_Ekimae-Utsunomiya_Tochigi_Prefecture_Kanto.html,3.5,157,321-0966,栃木県,宇都宮市,今泉1-4-29,,〒321-0966 栃木県宇都宮市今泉1-4-29,6604,9850,354
1859,705020,"东横米托齐南口酒店
Toyoko Inn Mitoeki Minamiguchi",Toyoko Inn Mitoeki Minamiguchi,4.6,4.6,12889,4.6,4.8,4.7,7344.0,Toyoko Inn Mitoeki Minamiguchi,https://www.tripadvisor.com/Hotel_Review-g298166-d1057554-Reviews-Toyoko_Inn_Mitoeki_Minamiguchi-Mito_Ibaraki_Prefecture_Kanto.html,3.5,216,310-0801,茨城県,水戸市,桜川2-3-40,,〒310-0801 茨城県水戸市桜川2-3-40,6040,9284,216
1860,705021,"京都新白河駅前旅馆
Toyoko Inn Shin-Shirakawa Ekimae",Toyoko Inn Shin-Shirakawa Ekimae,4.7,4.8,18748,4.6,4.8,4.7,7884.0,Toyoko Inn Shin-Shirakawa Ekimae,https://www.tripadvisor.com/Hotel_Review-g1121005-d1514688-Reviews-Toyoko_Inn_Shin_Shirakawa_Ekimae-Nishigo_mura_Nishishirakawa_gun_Fukushima_Prefecture.html,3.5,612,961-8055,福島県,西白河郡西郷村,道南西111,,〒961-8055 福島県西白河郡西郷村道南西111,7373,11171,196
1862,705025,"东横会津若松市站前酒店
Toyoko Inn Aizuwakamatsu Ekimae",Toyoko Inn Aizuwakamatsu Ekimae,4.4,4.0,11002,3.9,4.4,4.2,6048.0,Toyoko Inn Aizuwakamatsu Ekimae,https://www.tripadvisor.com/Hotel_Review-g780850-d1497094-Reviews-Toyoko_Inn_Aizuwakamatsu_Ekimae-Aizuwakamatsu_Fukushima_Prefecture_Tohoku.html,3.5,151,965-0024,福島県,会津若松市,白虎町 222-1,,〒965-0024 福島県会津若松市白虎町 222-1,7164,10969,164
1880,705047,"幕张绿塔酒店
Hotel Green Tower Makuhari",Hotel Green Tower Makuhari,4.3,4.2,11569,3.9,4.3,4.2,5732.0,Hotel Green Tower Makuhari,https://www.tripadvisor.com/Hotel_Review-g298158-d1078588-Reviews-Hotel_Green_Tower_Makuhari-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,261-0021,千葉県,千葉市,美浜区ひび野2-10-3,,〒261-0021 千葉県千葉市美浜区ひび野2-10-3,6040,28859,204
1881,705048,"东横千叶站前旅馆
Toyoko Inn Chiba Ekimae",Toyoko Inn Chiba Ekimae,3.9,3.9,11577,4.0,4.0,3.9,6264.0,Toyoko Inn Chiba Ekimae,https://www.tripadvisor.com/Hotel_Review-g298158-d1495487-Reviews-Toyoko_Inn_Chiba_Ekimae-Chiba_Chiba_Prefecture_Kanto.html,3.5,167,260-0015,千葉県,千葉市,中央区富士見1-14-6,,〒260-0015 千葉県千葉市中央区富士見1-14-6,6268,17573,46
1889,705061,"弘前广场酒店
Hirosaki Plaza Hotel",Hirosaki Plaza Hotel,3.8,3.8,12086,3.8,3.8,3.8,11920.0,Hirosaki Plaza Hotel,https://www.tripadvisor.com/Hotel_Review-g303161-d1075184-Reviews-Hirosaki_Plaza_Hotel-Hirosaki_Aomori_Prefecture_Tohoku.html,3.0,183,036-8001,青森県,弘前市,代官町101-1,,〒036-8001 青森県弘前市代官町101-1,4925,22051,100
1895,705068,"青森国际酒店
Aomori Kokusai Hotel",Aomori Kokusai Hotel,4.5,4.3,10396,4.0,4.4,4.3,5899.0,Aomori Kokusai Hotel,https://www.tripadvisor.com/Hotel_Review-g298241-d1050378-Reviews-Aomori_Kokusai_Hotel-Aomori_Aomori_Prefecture_Tohoku.html,3.5,135,030-0801,青森県,青森市,新町1-6-18,,〒030-0801 青森県青森市新町1-6-18,7388,17797,67
1901,705074,"东京名古屋荣酒店
Toyoko Inn Nagoya Sakae",Toyoko Inn Nagoya Sakae,4.4,4.4,3597,4.3,4.4,4.4,7668.0,Toyoko Inn Nagoya Sakae,https://www.tripadvisor.com/Hotel_Review-g298106-d1497058-Reviews-Toyoko_Inn_Nagoya_Sakae-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,460-0005,愛知県,名古屋市中区,東桜2丁目22-21,,〒460-0005 愛知県名古屋市中区東桜2丁目22-21,6719,9742,308
1902,705075,"名古屋锦东横旅馆
Toyoko Inn Nagoya Nishiki",Toyoko Inn Nagoya Nishiki,4.1,4.1,3561,3.9,4.1,4.1,6804.0,Toyoko Inn Nagoya Nishiki,https://www.tripadvisor.com/Hotel_Review-g298106-d1493251-Reviews-Toyoko_Inn_Nagoya_Nishiki-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,460-0003,愛知県,名古屋市,中区錦3-9-3,,〒460-0003 愛知県名古屋市中区錦3-9-3,6943,9966,96
1923,705111,"冈山格兰比亚酒店
Hotel Granvia Okayama",Hotel Granvia Okayama,4.9,4.7,8806,4.5,4.8,4.7,13699.0,Hotel Granvia Okayama,https://www.tripadvisor.com/Hotel_Review-g298134-d323957-Reviews-Hotel_Granvia_Okayama-Okayama_Okayama_Prefecture_Chugoku.html,4.0,94,700-0024,岡山県,岡山市,駅元町1ー5,,〒700-0024 岡山県岡山市北区駅元町1ー5,9400,29767,328
1952,705143,"那须Epinard酒店
Hotel Epinard Nasu",Hotel Epinard Nasu,4.3,4.4,2337,4.3,4.4,4.3,19819.0,Hotel Epinard Nasu,https://www.tripadvisor.com/Hotel_Review-g1121057-d1135887-Reviews-Hotel_Epinard_Nasu-Nasu_machi_Nasu_gun_Tochigi_Prefecture_Kanto.html,4.0,8,325-0302,栃木県,那須郡那須町,高久丙1,,〒325-0302 栃木県那須郡那須町高久丙1,14881,73293,306
1978,705181,"Route-Inn博多站南酒店
Hotel Route-Inn Hakata Ekiminami",Hotel Route-Inn Hakata Ekiminami,3.4,3.5,3279,3.3,3.6,3.4,5824.0,Hotel Route-Inn Hakata Ekiminami,https://www.tripadvisor.com/Hotel_Review-g298207-d1054757-Reviews-Hotel_Route_Inn_Hakata_Ekiminami-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,812-0016,福岡県,福岡市博多区,博多区博多駅南2-8-19,,〒812-0016 福岡県福岡市博多区博多区博多駅南2-8-19,7155,16843,128
1982,705188,"博多微笑酒店
Smile Hotel Hakata",Smile Hotel Hakata,3.7,4.1,3287,3.3,4.0,3.8,4093.0,Smile Hotel Hakata,https://www.tripadvisor.com/Hotel_Review-g298207-d1055020-Reviews-Smile_Hotel_Hakata-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,812-0022,福岡県,福岡市博多区,神屋町3-5,,〒812-0022 福岡県福岡市博多区神屋町3-5,5284,32034,53
1996,705204,"博多灿路都大饭店
Hotel Sunroute Hakata",Hotel Sunroute Hakata,4.4,4.4,3187,3.9,4.4,4.2,6180.0,Hotel Sunroute Hakata,https://www.tripadvisor.com/Hotel_Review-g298207-d505442-Reviews-Hotel_Sunroute_Hakata-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,812-0012,福岡県,福岡市博多区,博多駅中央街4-10,,〒812-0012 福岡県福岡市博多区博多駅中央街4-10,7486,19595,200
2006,705215,"福冈天神里士满酒店
Richmond Hotel Fukuoka Tenjin",Richmond Hotel Fukuoka Tenjin,4.8,4.7,3189,4.6,4.7,4.7,11007.0,Richmond Hotel Fukuoka Tenjin,https://www.tripadvisor.com/Hotel_Review-g298207-d1055007-Reviews-Richmond_Hotel_Fukuoka_Tenjin-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.5,17,810-0004,福岡県,福岡市中央区,渡辺通4-8-25,,〒810-0004 福岡県福岡市中央区渡辺通4-8-25,7926,17283,250
2017,705228,"皇宫酒店
Hotel Il Palazzo",Hotel Il Palazzo,4.2,4.2,3190,4.0,4.4,4.2,10936.0,Hotel Il Palazzo,https://www.tripadvisor.com/Hotel_Review-g298207-d320329-Reviews-Hotel_Il_Palazzo-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0003,福岡県,福岡市,中央区春吉3-13-1,,〒810-0003 福岡県福岡市中央区春吉3-13-1,10018,66711,62
2028,705242,"总理广场酒店
Plaza Hotel Premier",Plaza Hotel Premier,4.4,4.1,3197,3.9,4.4,4.2,9775.0,Plaza Hotel Premier,https://www.tripadvisor.com/Hotel_Review-g298207-d1054754-Reviews-Plaza_Hotel_Premier-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0041,福岡県,福岡市,中央区大名1-14-13,,〒810-0041 福岡県福岡市中央区大名1-14-13,5945,13430,170
2031,705245,"福冈Ascent酒店
Hotel Ascent Fukuoka",Hotel Ascent Fukuoka,4.7,4.3,3207,4.1,4.4,4.4,6871.0,Hotel Ascent Fukuoka,https://www.tripadvisor.com/Hotel_Review-g298207-d1055638-Reviews-Hotel_Ascent_Fukuoka-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,810-0001,福岡県,福岡市,中央区天神3-3-14,,〒810-0001 福岡県福岡市中央区天神3-3-14,6055,19375,263
2032,705246,"瓦利天金酒店
Valie Hotel Tenjin",Valie Hotel Tenjin,4.1,3.6,3249,3.7,3.5,3.7,7356.0,Valie Hotel Tenjin,https://www.tripadvisor.com/Hotel_Review-g298207-d1055000-Reviews-Valie_Hotel_Tenjin-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,810-0041,福岡県,福岡市中央区,大名2-8-12,,〒810-0041 福岡県福岡市中央区大名2-8-12,5834,30493,77
2053,705280,"札幌罗姗酒店
Hotel Ronshan Sapporo",Hotel Ronshan Sapporo,4.7,4.7,3782,4.6,4.8,4.7,8233.0,Hotel Ronshan Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1082471-Reviews-Hotel_Ronshan_Sapporo-Sapporo_Hokkaido.html,4.0,21,060-0055,北海道,札幌市中央区,中央区南5条東1丁目,,〒060-0055 北海道札幌市中央区中央区南5条東1丁目,4815,14782,135
2055,705283,"琴绿酒店
Kotoni Green Hotel",Kotoni Green Hotel,3.9,4.0,3811,3.8,4.0,3.9,11600.0,Kotoni Green Hotel,https://www.tripadvisor.com/Hotel_Review-g298560-d1082802-Reviews-Kotoni_Green_Hotel-Sapporo_Hokkaido.html,3.0,21,063-0813,北海道,札幌市西区,琴似3条1-1-20,,〒063-0813 北海道札幌市西区琴似3条1-1-20,9183,26316,149
2061,705292,"大友时尚酒店
Swanky Hotel Otomo",Swanky Hotel Otomo,3.5,3.7,3743,3.4,4.2,3.7,7321.0,Swanky Hotel Otomo,https://www.tripadvisor.com/Hotel_Review-g298560-d1094156-Reviews-Swanky_Hotel_Otomo-Sapporo_Hokkaido.html,3.5,21,064-0806,北海道,札幌市中央区,南6条西6丁目6‐14,,〒064-0806 北海道札幌市中央区南6条西6丁目6‐14,4031,17245,108
2062,705293,"长野日航城市酒店
Hotel JAL City Nagano",Hotel JAL City Nagano,4.0,4.0,5964,4.0,4.0,4.0,5926.0,Hotel JAL City Nagano,https://www.tripadvisor.com/Hotel_Review-g298565-d570096-Reviews-Hotel_JAL_City_Nagano-Nagano_Nagano_Prefecture_Chubu.html,4.0,45,380-0834,長野県,長野市,問御所町1221,,〒380-0834 長野県長野市問御所町1221,6717,17129,242
2078,705314,"小樽朝里Classe 酒店
Otaru Asari Classe Hotel",Otaru Asari Classe Hotel,4.1,4.2,12865,4.4,4.4,4.3,16410.0,Otaru Asari Classe Hotel,https://www.tripadvisor.com/Hotel_Review-g298153-d1082394-Reviews-Otaru_Asari_Classe_Hotel-Otaru_Hokkaido.html,4.0,215,047-0154,北海道,小樽市,朝里川温泉2-676,,〒047-0154 北海道小樽市朝里川温泉2-676,11298,41946,120
2079,705315,"天神广场酒店
Hotel Tenjin Place",Hotel Tenjin Place,4.0,3.9,3212,3.9,4.6,4.1,10700.0,Hotel Tenjin Place,https://www.tripadvisor.com/Hotel_Review-g298207-d1112429-Reviews-Hotel_Tenjin_Place-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0021,福岡県,福岡市,中央区今泉1-2-23,,〒810-0021 福岡県福岡市中央区今泉1-2-23,7155,15522,96
2082,705318,"博多海洋酒店
Hakata Marine Hotel",Hakata Marine Hotel,3.6,3.6,3332,3.6,3.5,3.6,5300.0,Hakata Marine Hotel,https://www.tripadvisor.com/Hotel_Review-g298207-d558296-Reviews-Hakata_Marine_Hotel-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.0,17,812-0021,福岡県,福岡市博多区,博多区築港本町4-16,,〒812-0021 福岡県福岡市博多区博多区築港本町4-16,,,44
2083,705320,"福冈丽都山顶大饭店及水疗中心
Agora Fukuoka Hilltop Hotel & Spa",Agora Fukuoka Hilltop Hotel & Spa,4.1,4.3,3250,4.3,4.3,4.3,9792.0,Agora Fukuoka Hilltop Hotel & Spa,https://www.tripadvisor.com/Hotel_Review-g298207-d558281-Reviews-Agora_Fukuoka_Hilltop_Hotel_Spa-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,3.5,17,810-0032,福岡県,福岡市,中央区輝国1-1-33,,〒810-0032 福岡県福岡市中央区輝国1-1-33,17944,65720,48
2085,705322,"特托拉斯普利札幌酒店
Hotel Tetora Spirit Sapporo",Hotel Tetora Spirit Sapporo,3.6,3.6,3771,3.3,3.6,3.5,8294.0,Hotel Tetora Spirit Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1094159-Reviews-Hotel_Tetora_Spirit_Sapporo-Sapporo_Hokkaido.html,4.0,21,060-0063,北海道,札幌市中央区,南3条西9,(狸小路側),〒060-0063 北海道札幌市中央区南3条西9(狸小路側),4591,15230,47
2089,705327,"福冈博多西铁克鲁姆酒店
Nishitetsu Hotel Croom Hakata",Nishitetsu Hotel Croom Hakata,4.7,4.5,3227,4.4,4.6,4.6,10298.0,Nishitetsu Hotel Croom Hakata,https://www.tripadvisor.com/Hotel_Review-g298207-d1053978-Reviews-Nishitetsu_Hotel_Croom_Hakata-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,812-0011,福岡県,福岡市博多区,博多駅前1-17-6,,〒812-0011 福岡県福岡市博多区博多駅前1-17-6,11449,23448,503
2092,705330,"翔札幌酒店
Hotel Sho Sapporo",Hotel Sho Sapporo,4.2,3.8,3764,3.7,4.1,3.9,4306.0,Hotel Sho Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d1118659-Reviews-Hotel_Sho_Sapporo-Sapporo_Hokkaido.html,3.5,21,064-0809,北海道,札幌市中央区,南九条西3-1-18,,〒064-0809 北海道札幌市中央区南九条西3-1-18,3695,11198,79
2096,705334,"札幌公寓式酒店
Hotel Livemax Sapporo",Hotel Livemax Sapporo,4.1,4.1,3787,4.1,4.2,4.1,50000.0,Hotel Livemax Sapporo,https://www.tripadvisor.com/Hotel_Review-g298560-d557809-Reviews-Hotel_Livemax_Sapporo-Sapporo_Hokkaido.html,4.0,21,064-0809,北海道,札幌市中央区,南9条西3-1-26,,〒064-0809 北海道札幌市中央区南9条西3-1-26,4367,37402,61
2114,705363,"冲绳酒店
Okinawa Hotel",Okinawa Hotel,4.4,4.4,3404,3.6,4.2,4.1,6179.0,Okinawa Hotel,https://www.tripadvisor.com/Hotel_Review-g298224-d1094803-Reviews-Okinawa_Hotel-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,3.5,18,902-0066,沖縄県,那覇市,大道35,,〒902-0066 沖縄県那覇市大道35,5394,19375,78
2116,705365,"那霸酒店
Hotel Rocore Naha",Hotel Rocore Naha,4.5,4.5,3387,4.3,4.6,4.5,8931.0,Hotel Rocore Naha,https://www.tripadvisor.com/Hotel_Review-g298224-d1109843-Reviews-Hotel_Rocore_Naha-Naha_Okinawa_Prefecture_Kyushu_Okinawa.html,4.5,18,900-0014,沖縄県,那覇市,松尾1-1-2,,〒900-0014 沖縄県那覇市松尾1-1-2,10238,26420,222
2126,705377,"名古屋锦太阳酒店
Sun Hotel Nagoya Nishiki",Sun Hotel Nagoya Nishiki,4.4,3.9,3605,3.6,3.9,4.0,7087.0,Sun Hotel Nagoya Nishiki,https://www.tripadvisor.com/Hotel_Review-g298106-d558162-Reviews-Sun_Hotel_Nagoya_Nishiki-Nagoya_Aichi_Prefecture_Chubu.html,3.0,20,460-0003,愛知県,名古屋市中区,錦3-13-30,,〒460-0003 愛知県名古屋市中区錦3-13-30,5039,15006,49
2127,705378,"格兰德里奥阿苏度假酒店
Aso Resort Grandvrio Hotel",Aso Resort Grandvrio Hotel,4.0,3.8,10096,3.9,4.0,3.9,12197.0,Aso Resort Grandvrio Hotel,https://www.tripadvisor.com/Hotel_Review-g670169-d300885-Reviews-Aso_Resort_Grandvrio_Hotel-Aso_Kumamoto_Prefecture_Kyushu_Okinawa.html,3.5,127,869-2232,熊本県,阿蘇市,赤水米塚温泉,,〒869-2232 熊本県阿蘇市赤水米塚温泉,11305,28431,180
2129,705380,"名古屋特拉斯蒂酒店
Hotel Trusty Nagoya Sakae",Hotel Trusty Nagoya Sakae,4.5,4.3,3540,4.2,4.3,4.3,12409.0,Hotel Trusty Nagoya Sakae,https://www.tripadvisor.com/Hotel_Review-g298106-d1078691-Reviews-Hotel_Trusty_Nagoya_Sakae-Nagoya_Aichi_Prefecture_Chubu.html,4.0,20,460-0003,愛知県,名古屋市中区,錦3-15-21,,〒460-0003 愛知県名古屋市中区錦3-15-21,6275,15632,204
2136,705391,"熊本日航酒店
Hotel Nikko Kumamoto",Hotel Nikko Kumamoto,4.7,4.7,7462,4.4,4.7,4.6,10146.0,Hotel Nikko Kumamoto,https://www.tripadvisor.com/Hotel_Review-g298213-d301989-Reviews-Hotel_Nikko_Kumamoto-Kumamoto_Kumamoto_Prefecture_Kyushu_Okinawa.html,4.5,71,860-8536,熊本県,熊本市,中央区上通町2-1,,〒860-8536 熊本県熊本市中央区上通町2-1,12539,29557,191
2140,705396,"熊本华盛顿广场酒店
Kumamoto Washington Hotel Plaza",Kumamoto Washington Hotel Plaza,4.1,3.9,7459,3.6,3.9,3.9,7335.0,Kumamoto Washington Hotel Plaza,https://www.tripadvisor.com/Hotel_Review-g298213-d1071761-Reviews-Kumamoto_Washington_Hotel_Plaza-Kumamoto_Kumamoto_Prefecture_Kyushu_Okinawa.html,3.5,71,860-0807,熊本県,熊本市,中央区下通2-3-10,,〒860-0807 熊本県熊本市中央区下通2-3-10,6382,14219,350
2144,705408,"福冈高仓酒店
Takakura Hotel Fukuoka",Takakura Hotel Fukuoka,4.3,4.3,3181,4.3,4.3,4.3,10439.0,Takakura Hotel Fukuoka,https://www.tripadvisor.com/Hotel_Review-g298207-d1024102-Reviews-Takakura_Hotel_Fukuoka-Fukuoka_Fukuoka_Prefecture_Kyushu_Okinawa.html,4.0,17,810-0004,福岡県,福岡市中央区,渡辺通2-7-21,,〒810-0004 福岡県福岡市中央区渡辺通2-7-21,7816,49648,107
2149,705414,"名古屋易克诺酒店
Hotel Econo Nagoya Sakae",Hotel Econo Nagoya Sakae,4.4,4.5,3609,4.2,4.2,4.3,14046.0,Hotel Econo Nagoya Sakae,https://www.tripadvisor.com/Hotel_Review-g298106-d558238-Reviews-Hotel_Econo_Nagoya_Sakae-Nagoya_Aichi_Prefecture_Chubu.html,3.5,20,460-0003,愛知県,名古屋市,中区錦3-6-15,,〒460-0003 愛知県名古屋市中区錦3-6-15,5151,12542,141
